sample_id,sampled_date,analyzed_date,run_or_plate_id,measurement_type,subtype,subsubtype,standard_sample_blank,tech_rep_number,std_co2_amount,std_co2_units,value,units,pre_post_wet,cc_treatment,drying_treatment,sample_type,co2_timepoint_h,notes
043,20220303,20220927,Run2,ea,carbon_pcnt,NA,sample,1,NA,NA,2.647167444229126,NA,post,no_cc,two_wk,core,NA,NA
043,20220303,20220927,Run2,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.3924092948436737,NA,post,no_cc,two_wk,core,NA,NA
043,20220303,20220927,Run2,ea,carbon_pcnt,NA,sample,2,NA,NA,2.6704556941986084,NA,post,no_cc,two_wk,core,NA,NA
106,20220315,20220927,Run2,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.38716670870780945,NA,pre,no_cc,four_wk,core,NA,NA
106,20220315,20220927,Run2,ea,carbon_pcnt,NA,sample,1,NA,NA,2.541184425354004,NA,pre,no_cc,four_wk,core,NA,NA
106,20220315,20220927,Run2,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.3913889527320862,NA,pre,no_cc,four_wk,core,NA,NA
106,20220315,20220927,Run2,ea,carbon_pcnt,NA,sample,2,NA,NA,2.575526714324951,NA,pre,no_cc,four_wk,core,NA,NA
BLANK,NA,20220927,Run2,ea,nitrogen_pcnt,NA,blank,4,NA,NA,0,NA,NA,NA,NA,core,NA,NA
BLANK,NA,20220927,Run2,ea,carbon_pcnt,NA,blank,4,NA,NA,-0.4343344569206238,NA,NA,NA,NA,core,NA,NA
SRM,NA,20220927,Run2,ea,nitrogen_pcnt,NA,standard,4,NA,NA,0.4210607409477234,NA,NA,NA,NA,core,NA,NA
SRM,NA,20220927,Run2,ea,carbon_pcnt,NA,standard,4,NA,NA,3.560854911804199,NA,NA,NA,NA,core,NA,NA
074,20220317,20220927,Run2,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.3673190772533417,NA,post,no_cc,four_wk,core,NA,NA
074,20220317,20220927,Run2,ea,carbon_pcnt,NA,sample,1,NA,NA,3.0870542526245117,NA,post,no_cc,four_wk,core,NA,NA
074,20220317,20220927,Run2,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.377248615026474,NA,post,no_cc,four_wk,core,NA,NA
074,20220317,20220927,Run2,ea,carbon_pcnt,NA,sample,2,NA,NA,2.534025192260742,NA,post,no_cc,four_wk,core,NA,NA
022,20220303,20220927,Run2,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.40751171112060547,NA,post,w_cc,two_wk,core,NA,NA
022,20220303,20220927,Run2,ea,carbon_pcnt,NA,sample,1,NA,NA,2.710437297821045,NA,post,w_cc,two_wk,core,NA,NA
022,20220303,20220927,Run2,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.4047416150569916,NA,post,w_cc,two_wk,core,NA,NA
022,20220303,20220927,Run2,ea,carbon_pcnt,NA,sample,2,NA,NA,2.9302659034729004,NA,post,w_cc,two_wk,core,NA,NA
081,20220315,20220927,Run2,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.40386489033699036,NA,pre,no_cc,four_wk,core,NA,NA
081,20220315,20220927,Run2,ea,carbon_pcnt,NA,sample,1,NA,NA,2.758519411087036,NA,pre,no_cc,four_wk,core,NA,NA
081,20220315,20220927,Run2,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.4019927382469177,NA,pre,no_cc,four_wk,core,NA,NA
081,20220315,20220927,Run2,ea,carbon_pcnt,NA,sample,2,NA,NA,3.026982545852661,NA,pre,no_cc,four_wk,core,NA,NA
123,20220315,20220927,Run2,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.39035266637802124,NA,cw,no_cc,four_wk,core,NA,NA
123,20220315,20220927,Run2,ea,carbon_pcnt,NA,sample,1,NA,NA,2.5383834838867188,NA,cw,no_cc,four_wk,core,NA,NA
123,20220315,20220927,Run2,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.3830054998397827,NA,cw,no_cc,four_wk,core,NA,NA
123,20220315,20220927,Run2,ea,carbon_pcnt,NA,sample,2,NA,NA,2.5249361991882324,NA,cw,no_cc,four_wk,core,NA,NA
047,20220303,20220927,Run2,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.4237925112247467,NA,post,w_cc,two_wk,core,NA,NA
047,20220303,20220927,Run2,ea,carbon_pcnt,NA,sample,1,NA,NA,2.8815548419952393,NA,post,w_cc,two_wk,core,NA,NA
047,20220303,20220927,Run2,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.41015151143074036,NA,post,w_cc,two_wk,core,NA,NA
047,20220303,20220927,Run2,ea,carbon_pcnt,NA,sample,2,NA,NA,2.734786033630371,NA,post,w_cc,two_wk,core,NA,NA
BLANK,NA,20220927,Run2,ea,nitrogen_pcnt,NA,blank,5,NA,NA,0,NA,NA,NA,NA,core,NA,NA
BLANK,NA,20220927,Run2,ea,carbon_pcnt,NA,blank,5,NA,NA,-0.4929359257221222,NA,NA,NA,NA,core,NA,NA
SRM,NA,20220927,Run2,ea,nitrogen_pcnt,NA,standard,5,NA,NA,0.4199298918247223,NA,NA,NA,NA,core,NA,NA
SRM,NA,20220927,Run2,ea,carbon_pcnt,NA,standard,5,NA,NA,3.5233733654022217,NA,NA,NA,NA,core,NA,NA
038,20220315,20220927,Run2,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.3859134018421173,NA,cw,no_cc,four_wk,core,NA,NA
038,20220315,20220927,Run2,ea,carbon_pcnt,NA,sample,1,NA,NA,2.5931057929992676,NA,cw,no_cc,four_wk,core,NA,NA
038,20220315,20220927,Run2,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.3971051871776581,NA,cw,no_cc,four_wk,core,NA,NA
038,20220315,20220927,Run2,ea,carbon_pcnt,NA,sample,2,NA,NA,2.6770071983337402,NA,cw,no_cc,four_wk,core,NA,NA
085,20220303,20220927,Run2,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.38662001490592957,NA,post,no_cc,two_wk,core,NA,NA
085,20220303,20220927,Run2,ea,carbon_pcnt,NA,sample,1,NA,NA,2.668396234512329,NA,post,no_cc,two_wk,core,NA,NA
085,20220303,20220927,Run2,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.37100693583488464,NA,post,no_cc,two_wk,core,NA,NA
085,20220303,20220927,Run2,ea,carbon_pcnt,NA,sample,2,NA,NA,2.434828519821167,NA,post,no_cc,two_wk,core,NA,NA
088,20220315,20220927,Run2,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.38085708022117615,NA,cw,no_cc,four_wk,core,NA,NA
088,20220315,20220927,Run2,ea,carbon_pcnt,NA,sample,1,NA,NA,2.5488548278808594,NA,cw,no_cc,four_wk,core,NA,NA
088,20220315,20220927,Run2,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.39788609743118286,NA,cw,no_cc,four_wk,core,NA,NA
088,20220315,20220927,Run2,ea,carbon_pcnt,NA,sample,2,NA,NA,2.7147908210754395,NA,cw,no_cc,four_wk,core,NA,NA
013,20220317,20220927,Run2,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.3880155086517334,NA,post,no_cc,four_wk,core,NA,NA
013,20220317,20220927,Run2,ea,carbon_pcnt,NA,sample,1,NA,NA,2.5862557888031006,NA,post,no_cc,four_wk,core,NA,NA
013,20220317,20220927,Run2,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.39909684658050537,NA,post,no_cc,four_wk,core,NA,NA
013,20220317,20220927,Run2,ea,carbon_pcnt,NA,sample,2,NA,NA,2.9616010189056396,NA,post,no_cc,four_wk,core,NA,NA
058,20220317,20220927,Run2,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.4002836048603058,NA,all_dry,w_cc,all_dry,core,NA,NA
058,20220317,20220927,Run2,ea,carbon_pcnt,NA,sample,1,NA,NA,2.8681800365448,NA,all_dry,w_cc,all_dry,core,NA,NA
058,20220317,20220927,Run2,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.4371870160102844,NA,all_dry,w_cc,all_dry,core,NA,NA
058,20220317,20220927,Run2,ea,carbon_pcnt,NA,sample,2,NA,NA,2.960660696029663,NA,all_dry,w_cc,all_dry,core,NA,NA
BLANK,NA,20220927,Run2,ea,nitrogen_pcnt,NA,blank,6,NA,NA,2.02839994430542,NA,NA,NA,NA,core,NA,NA
BLANK,NA,20220927,Run2,ea,carbon_pcnt,NA,blank,6,NA,NA,-0.41000890731811523,NA,NA,NA,NA,core,NA,NA
SRM,NA,20220927,Run2,ea,nitrogen_pcnt,NA,standard,6,NA,NA,0.40904054045677185,NA,NA,NA,NA,core,NA,NA
SRM,NA,20220927,Run2,ea,carbon_pcnt,NA,standard,6,NA,NA,3.416245460510254,NA,NA,NA,NA,core,NA,NA
021,20220315,20220927,Run2,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.3846484124660492,NA,pre,no_cc,four_wk,core,NA,NA
021,20220315,20220927,Run2,ea,carbon_pcnt,NA,sample,1,NA,NA,2.578561305999756,NA,pre,no_cc,four_wk,core,NA,NA
021,20220315,20220927,Run2,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.38817155361175537,NA,pre,no_cc,four_wk,core,NA,NA
021,20220315,20220927,Run2,ea,carbon_pcnt,NA,sample,2,NA,NA,2.5499372482299805,NA,pre,no_cc,four_wk,core,NA,NA
075,20220315,20220927,Run2,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.36917737126350403,NA,pre,no_cc,four_wk,core,NA,NA
075,20220315,20220927,Run2,ea,carbon_pcnt,NA,sample,1,NA,NA,2.5920145511627197,NA,pre,no_cc,four_wk,core,NA,NA
075,20220315,20220927,Run2,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.3792322278022766,NA,pre,no_cc,four_wk,core,NA,NA
075,20220315,20220927,Run2,ea,carbon_pcnt,NA,sample,2,NA,NA,2.5975887775421143,NA,pre,no_cc,four_wk,core,NA,NA
044,20220317,20220927,Run2,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.3945102393627167,NA,all_dry,no_cc,all_dry,core,NA,NA
044,20220317,20220927,Run2,ea,carbon_pcnt,NA,sample,1,NA,NA,2.866577386856079,NA,all_dry,no_cc,all_dry,core,NA,NA
044,20220317,20220927,Run2,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.38800159096717834,NA,all_dry,no_cc,all_dry,core,NA,NA
044,20220317,20220927,Run2,ea,carbon_pcnt,NA,sample,2,NA,NA,2.557262659072876,NA,all_dry,no_cc,all_dry,core,NA,NA
016,20220315,20220927,Run2,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.43866074085235596,NA,cw,w_cc,four_wk,core,NA,NA
016,20220315,20220927,Run2,ea,carbon_pcnt,NA,sample,1,NA,NA,2.9829132556915283,NA,cw,w_cc,four_wk,core,NA,NA
016,20220315,20220927,Run2,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.43725377321243286,NA,cw,w_cc,four_wk,core,NA,NA
016,20220315,20220927,Run2,ea,carbon_pcnt,NA,sample,2,NA,NA,2.894221305847168,NA,cw,w_cc,four_wk,core,NA,NA
111,20220315,20220927,Run2,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.39233455061912537,NA,cw,no_cc,four_wk,core,NA,NA
111,20220315,20220927,Run2,ea,carbon_pcnt,NA,sample,1,NA,NA,2.627591848373413,NA,cw,no_cc,four_wk,core,NA,NA
111,20220315,20220927,Run2,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.39319831132888794,NA,cw,no_cc,four_wk,core,NA,NA
111,20220315,20220927,Run2,ea,carbon_pcnt,NA,sample,2,NA,NA,2.693294048309326,NA,cw,no_cc,four_wk,core,NA,NA
BLANK,NA,20220927,Run2,ea,nitrogen_pcnt,NA,blank,7,NA,NA,0,NA,NA,NA,NA,core,NA,NA
BLANK,NA,20220927,Run2,ea,carbon_pcnt,NA,blank,7,NA,NA,-0.4348691999912262,NA,NA,NA,NA,core,NA,NA
SRM,NA,20220927,Run2,ea,nitrogen_pcnt,NA,standard,7,NA,NA,0.412807822227478,NA,NA,NA,NA,core,NA,NA
SRM,NA,20220927,Run2,ea,carbon_pcnt,NA,standard,7,NA,NA,3.4401707649230957,NA,NA,NA,NA,core,NA,NA
Blank-cap,NA,20221005,Run1,ea,nitrogen_pcnt,NA,blank,1,NA,NA,0,NA,NA,NA,NA,core,NA,NA
Blank-cap,NA,20221005,Run1,ea,carbon_pcnt,NA,blank,1,NA,NA,0,NA,NA,NA,NA,core,NA,NA
Bypass,NA,20221005,Run1,ea,nitrogen_pcnt,NA,blank,1,NA,NA,0,NA,NA,NA,NA,core,NA,NA
Bypass,NA,20221005,Run1,ea,carbon_pcnt,NA,blank,1,NA,NA,0,NA,NA,NA,NA,core,NA,NA
Blank-no-cap,NA,20221005,Run1,ea,nitrogen_pcnt,NA,blank,1,NA,NA,0,NA,NA,NA,NA,core,NA,NA
Blank-no-cap,NA,20221005,Run1,ea,carbon_pcnt,NA,blank,1,NA,NA,0,NA,NA,NA,NA,core,NA,NA
BLANK,NA,20221005,Run1,ea,nitrogen_pcnt,NA,blank,1,NA,NA,0,NA,NA,NA,NA,core,NA,NA
BLANK,NA,20221005,Run1,ea,carbon_pcnt,NA,blank,1,NA,NA,0,NA,NA,NA,NA,core,NA,NA
ASP1,NA,20221005,Run1,ea,nitrogen_pcnt,NA,standard,1,NA,NA,10.520000457763672,NA,NA,NA,NA,core,NA,NA
ASP1,NA,20221005,Run1,ea,carbon_pcnt,NA,standard,1,NA,NA,36.09000015258789,NA,NA,NA,NA,core,NA,NA
ASP3,NA,20221005,Run1,ea,nitrogen_pcnt,NA,standard,1,NA,NA,10.520000457763672,NA,NA,NA,NA,core,NA,NA
ASP3,NA,20221005,Run1,ea,carbon_pcnt,NA,standard,1,NA,NA,36.09000015258789,NA,NA,NA,NA,core,NA,NA
ASP5,NA,20221005,Run1,ea,nitrogen_pcnt,NA,standard,1,NA,NA,10.520000457763672,NA,NA,NA,NA,core,NA,NA
ASP5,NA,20221005,Run1,ea,carbon_pcnt,NA,standard,1,NA,NA,36.09000015258789,NA,NA,NA,NA,core,NA,NA
ASP10,NA,20221005,Run1,ea,nitrogen_pcnt,NA,standard,1,NA,NA,10.520000457763672,NA,NA,NA,NA,core,NA,NA
ASP10,NA,20221005,Run1,ea,carbon_pcnt,NA,standard,1,NA,NA,36.09000015258789,NA,NA,NA,NA,core,NA,NA
BLANK,NA,20221005,Run1,ea,nitrogen_pcnt,NA,blank,2,NA,NA,0.28001469373703003,NA,NA,NA,NA,core,NA,NA
BLANK,NA,20221005,Run1,ea,carbon_pcnt,NA,blank,2,NA,NA,0.6667306423187256,NA,NA,NA,NA,core,NA,NA
SRM,NA,20221005,Run1,ea,nitrogen_pcnt,NA,standard,1,NA,NA,0.3961493670940399,NA,NA,NA,NA,core,NA,NA
SRM,NA,20221005,Run1,ea,carbon_pcnt,NA,standard,1,NA,NA,3.632385015487671,NA,NA,NA,NA,core,NA,NA
SRM,NA,20221005,Run1,ea,nitrogen_pcnt,NA,standard,2,NA,NA,0.3817988336086273,NA,NA,NA,NA,core,NA,NA
SRM,NA,20221005,Run1,ea,carbon_pcnt,NA,standard,2,NA,NA,3.6591145992279053,NA,NA,NA,NA,core,NA,NA
SRM,NA,20221005,Run1,ea,nitrogen_pcnt,NA,standard,3,NA,NA,0.36143261194229126,NA,NA,NA,NA,core,NA,NA
SRM,NA,20221005,Run1,ea,carbon_pcnt,NA,standard,3,NA,NA,3.3610775470733643,NA,NA,NA,NA,core,NA,NA
Blank-no-cap,NA,20221005,Run1,ea,nitrogen_pcnt,NA,blank,2,NA,NA,0,NA,NA,NA,NA,core,NA,NA
Blank-no-cap,NA,20221005,Run1,ea,carbon_pcnt,NA,blank,2,NA,NA,0,NA,NA,NA,NA,core,NA,NA
BLANK,NA,20221005,Run1,ea,nitrogen_pcnt,NA,blank,3,NA,NA,0,NA,NA,NA,NA,core,NA,NA
BLANK,NA,20221005,Run1,ea,carbon_pcnt,NA,blank,3,NA,NA,0,NA,NA,NA,NA,core,NA,NA
Blank-no-cap,NA,20221005,Run1,ea,nitrogen_pcnt,NA,blank,3,NA,NA,0,NA,NA,NA,NA,core,NA,NA
Blank-no-cap,NA,20221005,Run1,ea,carbon_pcnt,NA,blank,3,NA,NA,0,NA,NA,NA,NA,core,NA,NA
027,20220315,20221005,Run1,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.4104470908641815,NA,cw,w_cc,four_wk,core,NA,NA
027,20220315,20221005,Run1,ea,carbon_pcnt,NA,sample,1,NA,NA,2.991417407989502,NA,cw,w_cc,four_wk,core,NA,NA
027,20220315,20221005,Run1,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.40645554661750793,NA,cw,w_cc,four_wk,core,NA,NA
027,20220315,20221005,Run1,ea,carbon_pcnt,NA,sample,2,NA,NA,3.0029549598693848,NA,cw,w_cc,four_wk,core,NA,NA
020,20220315,20221005,Run1,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.3869074881076813,NA,cw,w_cc,four_wk,core,NA,NA
020,20220315,20221005,Run1,ea,carbon_pcnt,NA,sample,1,NA,NA,2.836826801300049,NA,cw,w_cc,four_wk,core,NA,NA
020,20220315,20221005,Run1,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.3836575746536255,NA,cw,w_cc,four_wk,core,NA,NA
020,20220315,20221005,Run1,ea,carbon_pcnt,NA,sample,2,NA,NA,2.841177225112915,NA,cw,w_cc,four_wk,core,NA,NA
049,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.3883313238620758,NA,post,w_cc,four_wk,core,NA,NA
049,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,1,NA,NA,2.9551830291748047,NA,post,w_cc,four_wk,core,NA,NA
049,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.41125211119651794,NA,post,w_cc,four_wk,core,NA,NA
049,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,2,NA,NA,3.0912985801696777,NA,post,w_cc,four_wk,core,NA,NA
003,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.3518674969673157,NA,all_dry,no_cc,all_dry,core,NA,NA
003,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,1,NA,NA,2.816619634628296,NA,all_dry,no_cc,all_dry,core,NA,NA
003,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.34619390964508057,NA,all_dry,no_cc,all_dry,core,NA,NA
003,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,2,NA,NA,2.6660878658294678,NA,all_dry,no_cc,all_dry,core,NA,NA
048,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.3956637680530548,NA,all_dry,w_cc,all_dry,core,NA,NA
048,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,1,NA,NA,3.0297954082489014,NA,all_dry,w_cc,all_dry,core,NA,NA
048,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.3666589558124542,NA,all_dry,w_cc,all_dry,core,NA,NA
048,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,2,NA,NA,2.7716455459594727,NA,all_dry,w_cc,all_dry,core,NA,NA
BLANK,NA,20221005,Run1,ea,nitrogen_pcnt,NA,blank,4,NA,NA,0.875900149345398,NA,NA,NA,NA,core,NA,NA
BLANK,NA,20221005,Run1,ea,carbon_pcnt,NA,blank,4,NA,NA,0,NA,NA,NA,NA,core,NA,NA
SRM,NA,20221005,Run1,ea,nitrogen_pcnt,NA,standard,4,NA,NA,0.3929450213909149,NA,NA,NA,NA,core,NA,NA
SRM,NA,20221005,Run1,ea,carbon_pcnt,NA,standard,4,NA,NA,3.7582285404205322,NA,NA,NA,NA,core,NA,NA
068,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.3858322203159332,NA,all_dry,w_cc,all_dry,core,NA,NA
068,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,1,NA,NA,2.964705467224121,NA,all_dry,w_cc,all_dry,core,NA,NA
068,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.3637399673461914,NA,all_dry,w_cc,all_dry,core,NA,NA
068,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,2,NA,NA,2.811572551727295,NA,all_dry,w_cc,all_dry,core,NA,NA
070,20220315,20221005,Run1,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.3397141695022583,NA,cw,no_cc,four_wk,core,NA,NA
070,20220315,20221005,Run1,ea,carbon_pcnt,NA,sample,1,NA,NA,2.6072757244110107,NA,cw,no_cc,four_wk,core,NA,NA
070,20220315,20221005,Run1,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.34304019808769226,NA,cw,no_cc,four_wk,core,NA,NA
070,20220315,20221005,Run1,ea,carbon_pcnt,NA,sample,2,NA,NA,2.7084622383117676,NA,cw,no_cc,four_wk,core,NA,NA
095,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.3710215091705322,NA,post,w_cc,four_wk,core,NA,NA
095,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,1,NA,NA,2.8727197647094727,NA,post,w_cc,four_wk,core,NA,NA
095,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.3622884750366211,NA,post,w_cc,four_wk,core,NA,NA
095,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,2,NA,NA,2.663647413253784,NA,post,w_cc,four_wk,core,NA,NA
014,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.3777291178703308,NA,all_dry,w_cc,all_dry,core,NA,NA
014,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,1,NA,NA,2.73653507232666,NA,all_dry,w_cc,all_dry,core,NA,NA
014,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.37983304262161255,NA,all_dry,w_cc,all_dry,core,NA,NA
014,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,2,NA,NA,2.7962825298309326,NA,all_dry,w_cc,all_dry,core,NA,NA
108,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.3677075207233429,NA,post,w_cc,four_wk,core,NA,NA
108,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,1,NA,NA,2.8686442375183105,NA,post,w_cc,four_wk,core,NA,NA
108,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.371458500623703,NA,post,w_cc,four_wk,core,NA,NA
108,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,2,NA,NA,2.81728458404541,NA,post,w_cc,four_wk,core,NA,NA
BLANK,NA,20221005,Run1,ea,nitrogen_pcnt,NA,blank,5,NA,NA,0.8719620108604431,NA,NA,NA,NA,core,NA,NA
BLANK,NA,20221005,Run1,ea,carbon_pcnt,NA,blank,5,NA,NA,0,NA,NA,NA,NA,core,NA,NA
SRM,NA,20221005,Run1,ea,nitrogen_pcnt,NA,standard,5,NA,NA,0.39865943789482117,NA,NA,NA,NA,core,NA,NA
SRM,NA,20221005,Run1,ea,carbon_pcnt,NA,standard,5,NA,NA,3.757521390914917,NA,NA,NA,NA,core,NA,NA
Blank-no-cap,NA,20221005,Run1,ea,nitrogen_pcnt,NA,blank,4,NA,NA,0,NA,NA,NA,NA,core,NA,NA
Blank-no-cap,NA,20221005,Run1,ea,carbon_pcnt,NA,blank,4,NA,NA,0,NA,NA,NA,NA,core,NA,NA
Blank-cap,NA,20221005,Run1,ea,nitrogen_pcnt,NA,blank,2,NA,NA,0,NA,NA,NA,NA,core,NA,NA
Blank-cap,NA,20221005,Run1,ea,carbon_pcnt,NA,blank,2,NA,NA,0,NA,NA,NA,NA,core,NA,NA
057,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.3367388844490051,NA,all_dry,no_cc,all_dry,core,NA,NA
057,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,1,NA,NA,2.697333335876465,NA,all_dry,no_cc,all_dry,core,NA,NA
057,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.32972031831741333,NA,all_dry,no_cc,all_dry,core,NA,NA
057,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,2,NA,NA,2.586665630340576,NA,all_dry,no_cc,all_dry,core,NA,NA
063,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.33680328726768494,NA,all_dry,no_cc,all_dry,core,NA,NA
063,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,1,NA,NA,2.675779342651367,NA,all_dry,no_cc,all_dry,core,NA,NA
063,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.32746830582618713,NA,all_dry,no_cc,all_dry,core,NA,NA
063,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,2,NA,NA,2.615091562271118,NA,all_dry,no_cc,all_dry,core,NA,NA
053,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.37242481112480164,NA,post,w_cc,four_wk,core,NA,NA
053,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,1,NA,NA,2.970719337463379,NA,post,w_cc,four_wk,core,NA,NA
053,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.36774665117263794,NA,post,w_cc,four_wk,core,NA,NA
053,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,2,NA,NA,2.865225076675415,NA,post,w_cc,four_wk,core,NA,NA
010,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.33614078164100647,NA,post,no_cc,four_wk,core,NA,NA
010,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,1,NA,NA,2.625049114227295,NA,post,no_cc,four_wk,core,NA,NA
010,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.34025296568870544,NA,post,no_cc,four_wk,core,NA,NA
010,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,2,NA,NA,2.645055055618286,NA,post,no_cc,four_wk,core,NA,NA
BLANK,NA,20221005,Run1,ea,nitrogen_pcnt,NA,blank,6,NA,NA,0,NA,NA,NA,NA,core,NA,NA
BLANK,NA,20221005,Run1,ea,carbon_pcnt,NA,blank,6,NA,NA,0,NA,NA,NA,NA,core,NA,NA
SRM,NA,20221005,Run1,ea,nitrogen_pcnt,NA,standard,6,NA,NA,0.3794022798538208,NA,NA,NA,NA,core,NA,NA
SRM,NA,20221005,Run1,ea,carbon_pcnt,NA,standard,6,NA,NA,3.556344747543335,NA,NA,NA,NA,core,NA,NA
069,20220315,20221005,Run1,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.3926336169242859,NA,pre,w_cc,four_wk,core,NA,NA
069,20220315,20221005,Run1,ea,carbon_pcnt,NA,sample,1,NA,NA,3.2297184467315674,NA,pre,w_cc,four_wk,core,NA,NA
069,20220315,20221005,Run1,ea,nitrogen_pcnt,NA,sample,2,NA,NA,0.3679758310317993,NA,pre,w_cc,four_wk,core,NA,NA
069,20220315,20221005,Run1,ea,carbon_pcnt,NA,sample,2,NA,NA,2.9121968746185303,NA,pre,w_cc,four_wk,core,NA,NA
093,20220317,20221005,Run1,ea,nitrogen_pcnt,NA,sample,1,NA,NA,0.3431423306465149,NA,post,no_cc,four_wk,core,NA,NA
093,20220317,20221005,Run1,ea,carbon_pcnt,NA,sample,1,NA,NA,2.661990165710449,NA,post,no_cc,four_wk,core,NA,NA
